triplet_id	ac_id	A	C	D	pdb_assembly	positive_source	verified_bridge_same_assembly
SCF:0001902	AC:001635	A0T0V1	B5YM25	B8C0K4	8zet-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001903	AC:001635	A0T0V1	B5YM25	B8C2K6	8zet-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001904	AC:001635	A0T0V1	B5YM25	B8C770	8zet-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001905	AC:001636	A0A1B2U0I9	A0A1B2U0C6	A0A1M5L889	9zcd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001906	AC:001640	Q9LK40	Q9M1J2	O81098	8hyj-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001907	AC:001642	Q96N11	Q9NV88	Q9NVR2	8rbz-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001908	AC:001644	D0FXX2	A0A1C8XRM6	D0FXY3	9gnw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001909	AC:001645	G0RZX8	P0CT46	G0SC21	8pel-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001910	AC:001645	G0RZX8	P0CT46	G0SCD1	8pel-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001911	AC:001645	P0CT46	G0RZX8	G0S9A0	8pel-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001912	AC:001645	P0CT46	G0RZX8	G0S1P1	8pel-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001913	AC:001645	P0CT46	G0RZX8	G0SC21	8pel-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001914	AC:001646	Q00361	P32876	P07926	6ziq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001915	AC:001650	Q9LTI0	A8MPR5	F4KF14	8xkv-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001916	AC:001650	Q9LTI0	A8MPR5	Q9SAJ3	8xkv-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001917	AC:001650	Q9LTI0	A8MPR5	F4J3N2	8xkv-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001918	AC:001651	Q9BT78	Q9UBF6	P62877	9eg1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001919	AC:001651	Q9UBF6	Q9BT78	Q9H9Q2	9eg1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001920	AC:001651	Q9UBF6	Q9BT78	Q9UNS2	9eg1-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001921	AC:001652	P14854	P15954	P12074	5z62-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001922	AC:001653	Q9UZL4	Q9UY20	Q9V1U5	6swd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001923	AC:001655	O75140	Q9Y2Q5	Q0VGL1	7t3a-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001924	AC:001656	P32613	Q03630	P38334	7e94-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001925	AC:001656	Q03630	P32613	P36149	7e94-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001926	AC:001656	Q03630	P32613	P38334	7e94-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001927	AC:001661	Q75VZ0	Q84Y02	Q75VY7	6jo6-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001928	AC:001661	Q75VZ0	Q84Y02	Q05093	6jo6-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001929	AC:001661	Q75VZ0	Q84Y02	Q75VY6	6jo6-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001930	AC:001661	Q84Y02	Q75VZ0	Q75VY6	6jo6-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001931	AC:001661	Q84Y02	Q75VZ0	Q75VY8	6jo6-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001932	AC:001661	Q84Y02	Q75VZ0	Q75VY7	6jo6-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001933	AC:001662	A0A140S919	A0A069QC99	E2RXT0	6spc-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001934	AC:001663	Q12415	Q12308	P32367	8ffz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001935	AC:001667	Q9Y265	Q9Y4R8	Q9H9F9	7ole-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001936	AC:001669	P40227	P61758	Q9UHV9	6nr9-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001937	AC:001669	P40227	P61758	O15212	6nr9-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001938	AC:001669	P40227	P61758	Q99471	6nr9-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001939	AC:001671	Q9UZL4	Q9V1V0	Q9UYS3	6swd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001940	AC:001671	Q9V1V0	Q9UZL4	Q9UY20	6swd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001941	AC:001671	Q9V1V0	Q9UZL4	P61994	6swd-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001942	AC:001671	Q9V1V0	Q9UZL4	P62010	6swd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001943	AC:001672	P35718	P29056	P32349	6cnb-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001944	AC:001673	P0A800	P0AFW0	P0AFG0	8pid-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001945	AC:001675	Q6YXM2	A0A2K1JLZ3	A0A2K1K0C7	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001946	AC:001678	P20504	P68449	P68608	9fq6-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001947	AC:001678	P68449	P20504	P20979	9fq6-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001948	AC:001681	Q96HW7	Q96SY0	P30153	8rc4-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001949	AC:001681	Q96SY0	Q96HW7	Q9NVR2	8rc4-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001950	AC:001682	A0T0V1	B8BUW3	B8C770	8xls-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001951	AC:001682	A0T0V1	B8BUW3	B8C0K4	8xls-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001952	AC:001683	E3UIU5	M2Y652	M2VTV2	9kc5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001953	AC:001683	E3UIU5	M2Y652	M2X090	9kc5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001954	AC:001684	A0A2P6THB2	A0A2P6U4S6	A0A2P6U0J1	6zzx-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001955	AC:001685	A0A1B2U0I9	A0A1M6QGN9	A0A1M5L6R0	9zcd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001956	AC:001687	A0A4V8GZZ3	A0A4V8H002	A0A4V8GZZ7	6igz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001957	AC:001690	P17227	E1C9L3	A0A0M3KL11	7dkz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001958	AC:001690	P17227	E1C9L3	A0A0M3KL10	7dkz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001959	AC:001690	P17227	E1C9L3	A0A0M3KL13	7dkz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001960	AC:001691	D5MAL3	E1C9K9	A0A0M3KL10	4rku-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001961	AC:001693	Q96HW7	Q9NVM9	Q9NV88	8rc4-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001962	AC:001693	Q96HW7	Q9NVM9	Q5TA45	8rc4-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001963	AC:001695	C3TRH7	C3SQS2	P0A7W1	9sx2-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001964	AC:001699	P20429	O35011	O31718	7ckq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001965	AC:001700	E1C9L3	P05311	A0A0F6NFW5	3lw5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001966	AC:001700	E1C9L3	P05311	P05310	3lw5-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001967	AC:001700	P05311	E1C9L3	A0A0M3KL11	3lw5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001968	AC:001700	P05311	E1C9L3	A0A0M3KL10	3lw5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001969	AC:001700	P05311	E1C9L3	A0A0M3KL13	3lw5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001970	AC:001703	P56768	Q9SUI5	Q9S7N7	8j6z-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001971	AC:001705	Q6YXK4	A0A2K1JDE1	A0A2K1JC42	7ksq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001972	AC:001707	A0A2K9VK93	A0A2K9VK99	A0A2K9VK98	9c39-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001973	AC:001707	A0A2K9VK99	A0A2K9VK93	A0A2K9VK98	9c39-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001974	AC:001708	Q93077	Q9Y230	Q71F23	8x1c-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001975	AC:001708	Q93077	Q9Y230	P54274	8x1c-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001976	AC:001708	Q9Y230	Q93077	P04908	8x1c-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001977	AC:001708	Q9Y230	Q93077	P33778	8x1c-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001978	AC:001709	Q9NQT4	Q9Y2L1	Q8TF46	6h25-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001979	AC:001709	Q9NQT4	Q9Y2L1	Q9Y450	6h25-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001980	AC:001709	Q9Y2L1	Q9NQT4	Q9NPD3	6h25-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001981	AC:001709	Q9Y2L1	Q9NQT4	Q15024	6h25-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001982	AC:001711	O57204	Q76ZS0	Q76ZQ8	6rie-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001983	AC:001711	Q76ZS0	O57204	Q76ZP7	6rie-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001984	AC:001712	P07839	Q75VY7	P12356	7wzn-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001985	AC:001714	Q9UBF6	Q96MG8	Q9UNS2	9oma-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001986	AC:001717	A0A4V8GZZ8	A0A4V8H003	A0A4V8GZZ2	6igz-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001987	AC:001717	A0A4V8H003	A0A4V8GZZ8	A0A4V8H002	6igz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001988	AC:001717	A0A4V8H003	A0A4V8GZZ8	A0A4V8GZZ9	6igz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001989	AC:001717	A0A4V8H003	A0A4V8GZZ8	A0A4V8H004	6igz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001990	AC:001718	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TQ14	6zzy-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001991	AC:001718	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TT36	6zzy-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001992	AC:001718	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TS63	6zzy-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001993	AC:001718	A0A2P6U4K1	A0A2P6TZ50	A0A2P6TS63	6zzy-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001994	AC:001718	A0A2P6U4K1	A0A2P6TZ50	A0A2P6TPR7	6zzy-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001995	AC:001719	Q22A67	I7MHB1	Q22MV2	7k58-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001996	AC:001720	Q9TM22	O19882	O19927	4yuu-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001997	AC:001722	P12154	Q75VY7	Q75VY4	6ijj-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001998	AC:001722	P12154	Q75VY7	Q05093	6ijj-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001999	AC:001728	Q6YXQ2	A0A2K1JLZ3	A9RT62	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002000	AC:001728	Q6YXQ2	A0A2K1JLZ3	A0A2K1JKF2	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002001	AC:001731	P02293	Q12509	P53298	9b1e-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002002	AC:001731	Q12509	P02293	P61830	9b1e-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002003	AC:001732	A0QS96	A0R550	A0QSG2	6dzk-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002004	AC:001732	A0R550	A0QS96	A0QSG5	6dzk-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002005	AC:001732	A0R550	A0QS96	A0QSP9	6dzk-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002006	AC:001733	P37256	A0A2K3DWM2	A8I846	8kde-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002007	AC:001735	A0A2K1IB10	A0A2K1KN29	A0A2K1K0C7	6l35-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002008	AC:001735	A0A2K1IB10	A0A2K1KN29	A9RT62	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002009	AC:001735	A0A2K1IB10	A0A2K1KN29	A0A2K1KKR9	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002010	AC:001735	A0A2K1KN29	A0A2K1IB10	A0A2K1JLZ3	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002011	AC:001735	A0A2K1KN29	A0A2K1IB10	A0A2K1K0C7	6l35-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002012	AC:001738	Q8CJT1	Q9L0Q9	Q9L0I8	8jke-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002013	AC:001740	P04439	P07766	P01732	7phr-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002014	AC:001740	P04439	P07766	P68979	7phr-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002015	AC:001740	P04439	P07766	P09713	7phr-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002016	AC:001740	P07766	P04439	P0DTU4	7phr-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002017	AC:001742	P00165	P00289	P00166	9tgg-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002018	AC:001743	A0A2K3DM81	A0A2K3DLI2	A0A2K3DQ46	8xks-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002019	AC:001744	A8HUP3	A0A2K3CRM9	A0A2K3DLF7	8xks-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002020	AC:001746	A0A7S3R4R1	A0A7S3VHS4	A0A7S3VSS7	9mgz-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002021	AC:001746	A0A7S3VHS4	A0A7S3R4R1	A0A7S3VSS7	9mgz-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002022	AC:001747	Q9SUI4	Q9SYW8	Q9SHR7	7wfe-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002023	AC:001747	Q9SUI4	Q9SYW8	Q9SA56	7wfe-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002024	AC:001747	Q9SYW8	Q9SUI4	Q9C639	7wfe-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002025	AC:001749	A0A4V8H005	A0A4V8GZZ8	A0A4V8GZZ9	6igz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002026	AC:001749	A0A4V8H005	A0A4V8GZZ8	A0A4V8H001	6igz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002027	AC:001749	A0A4V8H005	A0A4V8GZZ8	A0A4V8H006	6igz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002028	AC:001752	P09144	Q75VY7	Q7DM26	8h2u-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002029	AC:001752	P09144	Q75VY7	Q05093	8h2u-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002030	AC:001752	P09144	Q75VY7	A8ITV3	8h2u-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002031	AC:001754	A0A0G4GX71	A0A0G4HNB1	A0A0G4I0G6	9hyu-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002032	AC:001754	A0A0G4GX71	A0A0G4HNB1	A0A0G4FDJ8	9hyu-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002033	AC:001755	D0CD10	D0CD19	D0CG36	6ytf-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002034	AC:001758	P9WPS1	P9WPV3	P9WPU7	8j0s-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002035	AC:001758	P9WPS1	P9WPV3	P9WPU9	8j0s-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002036	AC:001759	Q7Z4G1	Q9UBI1	Q9P000	8p0w-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002037	AC:001759	Q7Z4G1	Q9UBI1	Q86VX2	8p0w-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002038	AC:001759	Q7Z4G1	Q9UBI1	Q9H0A8	8p0w-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002039	AC:001760	P68449	P21087	P20980	9fq6-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002040	AC:001761	E9NPS8	I0YQ44	I0YP76	9kqq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002041	AC:001761	E9NPS8	I0YQ44	I0YP72	9kqq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002042	AC:001763	P83794	P83796	P83795	1vf5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002043	AC:001764	A8IFG7	Q75VZ0	Q75VY7	6jo6-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002044	AC:001764	A8IFG7	Q75VZ0	A8ITV3	6jo6-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002045	AC:001764	A8IFG7	Q75VZ0	Q84Y02	6jo6-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002046	AC:001765	G0S9A0	G0S1P1	G0S755	8r1o-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002047	AC:001765	G0S9A0	G0S1P1	G0RZG4	8r1o-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002048	AC:001765	G0S9A0	G0S1P1	G0RZX8	8r1o-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002049	AC:001767	P80377	Q5SJH3	Q5SLQ0	1ibk-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002050	AC:001767	P80377	Q5SJH3	Q5SHP6	1ibk-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002051	AC:001767	Q5SJH3	P80377	Q5SHN3	1ibk-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002052	AC:001767	Q5SJH3	P80377	P17291	1ibk-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002053	AC:001768	P12357	Q41385	Q01667	2wsf-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002054	AC:001768	P12357	Q41385	A0A9R0J8B1	2wsf-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002055	AC:001769	P02309	P32480	P54784	8ghn-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002056	AC:001769	P02309	P32480	Q12748	8ghn-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002057	AC:001770	Q13352	Q9H3R5	Q6IPU0	7xhn-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002058	AC:001770	Q9H3R5	Q13352	Q9BS16	7xhn-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002059	AC:001772	A4VE64	Q24CE5	I7MCM8	6zyw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002060	AC:001772	Q24CE5	A4VE64	W7XJB1	6zyw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002061	AC:001772	Q24CE5	A4VE64	Q24DI9	6zyw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002062	AC:001773	Q389F5	Q381A0	Q389W4	8fn4-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002063	AC:001773	Q389F5	Q381A0	Q57ZX7	8fn4-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002064	AC:001774	Q9NQP4	P48643	P50991	6nrd-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002065	AC:001775	G2TRJ4	O74824	O74544	8fw5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002066	AC:001780	Q8U0M5	Q8U4N1	Q8U216	8p2i-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002067	AC:001781	P36121	P41910	P32910	6tut-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002068	AC:001781	P36121	P41910	P25441	6tut-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002069	AC:001783	Q9SN86	F4J3N2	Q9SAJ3	8xku-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002070	AC:001785	P38801	Q12277	P38792	6fsz-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002071	AC:001785	Q12277	P38801	P53256	6fsz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002072	AC:001785	Q12277	P38801	P53725	6fsz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002073	AC:001786	P07703	P41910	Q01080	6tut-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002074	AC:001786	P07703	P41910	Q04712	6tut-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002075	AC:001786	P41910	P07703	P32910	6tut-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002076	AC:001788	Q9S7N7	Q9SA56	Q9SUI7	7wfd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002077	AC:001791	Q9BT73	P25787	P25786	8tm3-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002078	AC:001791	Q9BT73	P25787	P25788	8tm3-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002079	AC:001791	Q9BT73	P25787	P28066	8tm3-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002080	AC:001792	Q9C567	A8MPR5	F4J3N2	8xku-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002081	AC:001795	P58565	Q8YQ35	A0ACD6B989	7y3f-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002082	AC:001795	Q8YQ35	P58565	P58576	7y3f-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002083	AC:001796	Q8MFA2	A0A2K1KN29	A0A2K1JLZ3	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002084	AC:001796	Q8MFA2	A0A2K1KN29	A0A2K1IB10	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002085	AC:001796	Q8MFA2	A0A2K1KN29	A0A2K1KIF2	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002086	AC:001797	E9NPX1	I0Z2Y0	I0YQ44	9kqq-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002087	AC:001797	E9NPX1	I0Z2Y0	I0YQ46	9kqq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002088	AC:001797	E9NPX1	I0Z2Y0	I0Z7V3	9kqq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002089	AC:001799	P38826	P30665	P53091	6wgg-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002090	AC:001799	P38826	P30665	P29469	6wgg-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002091	AC:001799	P38826	P30665	P29496	6wgg-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002092	AC:001800	P34160	Q00916	Q08920	6n7p-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002093	AC:001801	B8YB60	B8YB58	B8YB65	2waq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002094	AC:001802	P20248	Q9UJX4	Q13042	6q6g-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002095	AC:001802	P20248	Q9UJX4	P30260	6q6g-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002096	AC:001802	P20248	Q9UJX4	P28749	6q6g-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002097	AC:001804	G0S8E0	G0S3J8	G0S292	6xp5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002098	AC:001805	Q95695	P26288	A0A1B1W4Z4	7wff-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002099	AC:001805	Q95695	P26288	P56752	7wff-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002100	AC:001806	Q3T084	Q3T0K2	Q2T9X2	9kcf-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002101	AC:001806	Q3T084	Q3T0K2	Q32L40	9kcf-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002102	AC:001806	Q3T084	Q3T0K2	Q3MHL7	9kcf-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002103	AC:001806	Q3T0K2	Q3T084	Q3MHL7	9kcf-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002104	AC:001806	Q3T0K2	Q3T084	Q2T9X2	9kcf-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002105	AC:001806	Q3T0K2	Q3T084	Q32L40	9kcf-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002106	AC:001807	Q6NLH0	Q9M1A8	Q9FJ98	7eu1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002107	AC:001811	G0RZG4	G0S755	G0SC21	8pel-assembly1.cif.gz	same_assembly_bridge	True
SCF:0002108	AC:001811	G0RZG4	G0S755	G0SE33	8pel-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002109	AC:001811	G0S755	G0RZG4	G0S1P1	8pel-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0002110	AC:001814	A8IL21	A8J353	A8INX1	7ekq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
